Serial No,Cement_kg_m3,Fly_Ash_kg_m3,GGBS_kg_m3,metakolin_kg_m3,TCM,Water_kg_m3,water/TCM,Sand_kg_m3,AGE,Compressive_Strength_MPa,Density,admixture,Coarse aggregate
4699,253.59,79.73,142.01,52.14,527.48,138.71,0.263,722.56,14,69.615,2530.03,9.25,1132.03
4700,322.45,22.92,285.78,140.6,771.74,151.81,0.197,890.29,28,114.06,2484.37,20.68,649.85
4701,275.55,58.43,187.6,93.49,615.07,134.02,0.218,782.85,3,41.774,2457.16,14.95,910.25
4702,216.16,96.06,72.01,0.0,384.23,158.78,0.413,726.18,7,37.483,2485.48,2.51,1213.77
4703,256.89,84.59,166.06,56.39,563.93,178.92,0.317,767.05,14,76.353,2643.07,10.39,1122.79
4704,348.27,0.0,493.92,210.55,1052.73,148.03,0.141,1085.81,28,147.67,2322.88,36.31,0.0
4705,330.86,14.46,307.73,152.42,805.47,143.43,0.178,828.51,28,116.41,2300.55,20.17,502.97
4706,322.63,20.74,289.44,142.64,775.45,149.04,0.192,891.47,7,81.638,2499.71,21.39,662.35
4707,251.79,80.44,150.4,53.62,536.25,155.62,0.29,767.79,14,72.329,2563.38,8.82,1094.9
4708,260.74,75.29,173.82,69.56,579.41,120.62,0.208,782.55,28,90.02,2509.79,11.86,1015.35
4709,342.92,0.0,490.98,208.48,1042.38,146.99,0.141,1086.02,28,148.41,2308.78,33.4,0.0
4710,216.61,94.32,66.34,0.0,377.27,153.91,0.408,774.86,7,35.171,2474.4,3.3,1165.06
4711,255.94,85.94,136.13,44.75,522.77,180.5,0.345,712.33,14,63.237,2582.96,8.21,1159.15
4712,258.67,76.16,172.45,67.54,574.82,142.28,0.248,772.62,28,88.75,2511.35,12.28,1009.34
4713,333.39,0.0,376.99,177.59,887.97,153.07,0.172,966.41,3,60.407,2071.45,24.66,39.33
4714,327.51,15.51,302.69,149.79,795.5,158.2,0.199,881.91,28,116.1,2625.22,23.34,766.27
4715,250.92,79.52,146.66,53.01,530.11,146.08,0.276,744.8,14,72.22,2537.02,10.2,1105.83
4716,338.79,0.0,492.59,207.84,1039.22,150.35,0.145,1041.28,28,149.6,2262.49,31.64,0.0
4717,198.61,82.75,49.65,0.0,331.02,147.75,0.446,723.44,3,16.129,2369.56,2.77,1164.59
4718,209.51,88.73,56.67,0.0,354.9,153.12,0.431,732.64,7,30.169,2423.74,2.77,1180.3
4719,248.57,91.09,124.29,33.2,497.14,162.31,0.326,720.28,14,58.391,2577.38,6.33,1191.31
4720,244.59,90.59,122.3,31.71,489.18,160.28,0.328,727.32,28,57.41,2567.53,5.96,1184.79
4721,199.17,82.99,49.79,0.0,331.95,152.1,0.458,769.53,3,19.661,2478.77,2.72,1222.48
4722,221.64,100.74,80.59,0.0,402.98,181.21,0.45,751.48,7,39.998,2576.0,3.54,1236.79
4723,255.12,80.98,149.76,53.98,539.83,172.64,0.32,724.74,14,72.472,2570.09,10.2,1122.67
4724,267.5,58.14,180.14,89.93,595.72,138.9,0.233,815.37,28,100.48,2493.93,14.37,929.57
4725,328.91,14.92,305.04,151.03,799.89,152.31,0.19,829.5,28,116.27,2305.36,20.96,502.7
4726,215.8,92.89,62.87,0.0,371.55,160.39,0.432,792.56,7,33.84,2573.82,2.4,1246.92
4727,239.55,89.7,119.78,30.07,479.1,160.09,0.334,743.03,14,56.385,2578.33,6.73,1189.37
4728,251.04,83.61,134.42,44.87,513.94,148.95,0.29,739.26,28,65.77,2542.64,7.67,1132.82
4729,201.9,84.13,50.48,0.0,336.5,157.33,0.468,793.78,3,16.945,2483.0,2.62,1192.77
4730,224.59,100.41,85.86,3.07,413.93,176.07,0.425,686.81,7,41.485,2461.17,4.15,1180.21
4731,249.23,83.32,133.04,44.11,509.7,156.04,0.306,724.81,14,65.512,2551.22,7.61,1153.06
4732,327.5,0.0,414.29,185.45,927.24,140.81,0.152,987.6,28,129.36,2464.77,33.5,375.63
4733,200.96,83.73,50.24,0.0,334.93,149.77,0.447,779.74,3,23.965,2429.42,3.06,1161.91
4734,237.69,90.56,118.84,28.28,475.37,163.76,0.344,701.11,7,47.642,2527.62,5.52,1181.87
4735,258.44,79.68,172.29,63.89,574.31,141.4,0.246,737.22,14,83.756,2499.26,12.7,1033.61
4736,336.35,4.92,328.48,163.75,833.49,161.61,0.194,864.89,28,118.82,2486.79,22.45,604.34
4737,338.0,0.0,434.57,193.14,965.71,140.88,0.146,992.63,28,135.37,2132.78,33.56,0.0
4738,210.22,88.65,55.72,0.0,354.59,142.94,0.403,796.18,7,31.43,2505.24,2.56,1208.97
4739,229.78,88.8,114.89,26.08,459.55,168.77,0.367,737.02,14,52.028,2551.21,4.7,1181.18
4740,258.28,78.6,172.18,64.89,573.95,132.6,0.231,787.49,28,86.53,2511.72,11.64,1006.04
4741,193.84,80.77,48.46,0.0,323.06,155.89,0.483,780.72,3,8.947,2439.79,2.5,1177.62
4742,214.01,90.45,57.35,0.0,361.81,157.56,0.435,782.01,7,31.704,2545.04,3.28,1240.37
4743,257.11,81.26,149.21,54.18,541.76,144.06,0.266,735.14,14,71.354,2485.23,8.41,1055.85
4744,328.04,0.0,417.3,186.33,931.67,139.01,0.149,967.18,28,129.58,2074.54,35.23,1.45
4745,189.65,79.02,47.41,0.0,316.09,138.19,0.437,784.59,3,12.668,2477.37,2.1,1236.41
4746,347.28,0.0,446.5,198.44,992.22,153.9,0.155,977.63,7,92.88,2155.93,32.17,0.0
4747,226.45,93.45,106.04,17.38,443.32,156.74,0.354,689.47,14,46.44,2474.34,5.14,1179.67
4748,256.7,86.65,135.94,44.23,523.52,181.46,0.347,749.57,28,64.83,2604.31,7.62,1142.13
4749,195.69,81.54,48.92,0.0,326.16,143.28,0.439,725.2,3,17.96,2425.9,2.76,1228.49
4750,224.93,95.22,99.34,12.86,432.35,162.85,0.377,753.28,7,45.617,2515.01,4.02,1162.51
4751,252.92,79.83,146.21,53.22,532.17,147.21,0.277,765.81,14,71.581,2575.13,8.57,1121.37
4752,342.64,0.0,440.54,195.8,978.98,150.03,0.153,983.49,28,138.64,2141.94,29.43,0.0
4753,344.66,0.0,472.56,204.3,1021.52,143.42,0.14,961.28,28,145.04,2158.74,32.52,0.0
4754,209.65,87.36,52.41,0.0,349.42,153.86,0.44,708.97,7,29.033,2454.44,3.18,1239.01
4755,322.72,20.9,289.28,142.55,775.45,154.02,0.199,884.19,28,114.61,2495.79,20.17,661.95
4756,222.41,97.14,90.76,7.24,417.55,162.65,0.39,720.06,28,43.47,2547.21,3.95,1242.98
4757,339.77,0.0,436.84,194.15,970.76,150.35,0.155,1053.3,28,133.49,2205.88,31.47,0.0
4758,242.24,91.71,121.12,29.41,484.47,159.11,0.328,719.7,7,52.854,2529.84,5.71,1160.85
4759,267.83,64.84,178.55,83.95,595.17,122.69,0.206,773.41,14,96.104,2517.75,13.45,1013.04
4760,341.51,0.0,439.09,195.15,975.75,137.95,0.141,959.27,28,134.79,2103.66,30.69,0.0
4761,300.01,38.36,239.36,116.57,694.3,139.11,0.2,789.12,28,108.95,2579.99,17.49,939.98
4762,218.83,96.22,69.83,0.0,384.88,168.67,0.438,750.52,7,30.945,2516.44,3.08,1209.29
4763,251.92,88.91,128.3,37.83,506.96,180.68,0.356,739.46,14,61.542,2610.02,7.0,1175.93
4764,219.02,94.82,91.47,8.67,413.98,160.17,0.387,715.88,28,44.19,2485.47,4.23,1191.2
4765,346.77,0.0,491.22,209.5,1047.49,156.21,0.149,952.85,28,147.58,2195.39,38.84,0.0
4766,335.7,0.0,350.01,171.43,857.14,148.88,0.174,903.15,7,74.491,2109.19,26.65,173.36
4767,253.16,81.35,153.6,54.23,542.35,163.93,0.302,760.19,14,71.993,2551.28,9.37,1075.44
4768,348.09,0.0,450.97,199.76,998.82,154.26,0.154,1048.4,28,140.6,2233.01,31.54,0.0
4769,195.35,81.4,48.84,0.0,325.59,159.96,0.491,735.91,3,13.634,2386.35,2.67,1162.23
4770,226.28,97.05,96.8,10.64,430.78,160.41,0.372,775.16,7,41.516,2529.06,5.11,1157.6
4771,344.98,0.0,498.63,210.9,1054.51,149.31,0.142,1046.58,14,133.183,2292.01,41.6,0.0
4772,343.75,0.0,455.03,199.7,998.48,152.88,0.153,980.69,28,142.29,2166.0,33.95,0.0
4773,282.42,47.06,210.11,103.33,642.93,115.14,0.179,782.15,28,105.36,2518.75,15.71,962.82
4774,213.15,92.4,64.05,0.0,369.6,164.37,0.445,713.41,7,32.368,2420.15,3.46,1169.31
4775,240.19,89.05,120.09,31.04,480.38,181.71,0.378,738.85,14,57.311,2576.82,6.12,1169.76
4776,348.08,0.0,450.78,199.71,998.57,157.19,0.157,1025.74,28,140.57,2214.13,32.63,0.0
4777,339.83,1.44,337.52,168.62,847.41,165.84,0.196,822.18,28,119.66,2481.31,24.87,621.01
4778,312.07,30.2,263.75,128.85,734.87,146.26,0.199,844.99,28,111.78,2406.32,20.6,659.6
4779,342.91,0.0,379.58,180.62,903.12,149.52,0.166,950.74,28,124.06,2224.59,28.87,192.35
4780,218.5,94.28,64.33,0.0,377.11,157.26,0.417,731.61,28,34.119,2498.57,2.53,1230.07
4781,201.99,84.16,50.5,0.0,336.66,157.75,0.469,762.34,3,16.045,2499.39,2.85,1239.8
4782,300.37,39.3,238.42,116.19,694.28,119.56,0.172,777.16,28,108.68,2584.16,19.07,974.08
4783,277.82,53.01,197.34,97.71,625.88,140.39,0.224,818.16,14,87.95,2530.93,16.08,930.43
4784,339.86,0.0,370.5,177.59,887.95,157.67,0.178,941.58,28,123.45,2078.49,26.5,64.79
4785,347.15,0.0,446.34,198.37,991.86,142.39,0.144,1077.3,28,137.44,2242.08,30.53,0.0
4786,200.69,83.62,50.17,0.0,334.49,139.25,0.416,773.77,7,20.021,2415.27,1.99,1165.77
4787,272.18,57.72,185.3,92.35,607.54,127.16,0.209,772.5,14,89.425,2455.62,13.16,935.26
4788,342.23,0.0,440.01,195.56,977.79,151.14,0.155,1045.66,28,138.89,2209.9,35.31,0.0
4789,186.69,77.79,46.67,0.0,311.14,148.52,0.477,772.62,3,7.489,2457.96,2.59,1223.09
4790,202.34,84.31,50.59,0.0,337.24,143.84,0.427,767.89,7,20.058,2416.63,3.08,1164.59
4791,209.66,88.07,54.55,0.0,352.28,145.45,0.413,749.97,14,30.491,2438.04,2.94,1187.4
4792,214.84,96.73,75.35,0.0,386.93,167.16,0.432,764.97,28,38.95,2514.35,3.08,1192.21
4793,338.44,0.0,435.13,193.39,966.96,141.98,0.147,983.57,28,135.58,2122.43,29.92,0.0
4794,218.39,95.05,89.95,7.72,411.12,172.76,0.42,693.88,7,43.758,2439.53,3.86,1157.9
4795,253.94,80.66,149.38,53.78,537.75,158.82,0.295,742.2,14,69.668,2577.73,8.57,1130.39
4796,352.78,0.0,456.0,202.19,1010.97,147.59,0.146,1015.0,28,140.42,2208.62,35.06,0.0
4797,191.3,79.71,47.82,0.0,318.83,157.34,0.493,750.4,3,10.602,2475.73,2.44,1246.72
4798,201.43,83.93,50.36,0.0,335.72,150.92,0.45,748.32,7,24.052,2478.93,3.1,1240.87
4799,342.6,0.0,453.56,199.04,995.2,143.46,0.144,1085.4,28,142.3,2264.65,40.59,0.0
4800,255.21,88.47,132.08,40.62,516.39,170.09,0.329,712.6,28,62.89,2506.96,6.1,1101.78
4801,356.44,0.0,458.28,203.68,1018.4,145.34,0.143,966.72,28,139.86,2167.72,37.26,0.0
4802,349.74,0.0,476.4,206.53,1032.67,149.44,0.145,967.71,28,144.53,2183.09,33.27,0.0
4803,254.72,80.31,142.34,52.04,529.41,147.07,0.278,743.66,14,69.433,2569.33,8.31,1140.89
4804,293.29,46.09,222.06,108.94,670.38,119.03,0.178,763.22,28,106.25,2477.29,17.39,907.27
4805,196.07,81.69,49.02,0.0,326.78,143.26,0.438,754.06,3,15.349,2401.7,2.66,1174.95
4806,212.52,91.71,62.62,0.0,366.85,152.83,0.417,790.16,7,30.963,2521.52,3.62,1208.05
4807,341.51,0.0,439.09,195.15,975.75,139.01,0.142,1012.78,28,131.71,2161.38,33.83,0.0
4808,253.58,82.96,161.23,55.31,553.07,172.45,0.312,770.63,28,77.17,2647.23,9.01,1142.07
4809,311.79,21.98,276.62,136.11,746.51,133.95,0.179,825.32,3,46.266,2310.44,21.05,583.61
4810,228.87,89.53,114.44,24.91,457.75,149.05,0.326,747.81,7,49.866,2543.25,5.22,1183.43
4811,314.29,21.62,279.7,137.69,753.3,133.37,0.177,847.61,28,114.26,2450.95,22.55,694.12
4812,315.52,19.92,283.64,139.83,758.91,123.11,0.162,814.03,28,114.75,2265.65,21.69,547.91
4813,349.67,0.0,468.03,204.42,1022.12,158.85,0.155,1033.32,3,69.238,2253.04,38.75,0.0
4814,348.73,0.0,448.43,199.29,996.46,145.33,0.146,971.81,28,140.01,2149.68,36.08,0.0
4815,248.7,85.15,130.12,41.13,505.1,170.99,0.339,740.88,14,63.81,2576.12,6.34,1152.81
4816,250.96,83.64,167.25,55.76,557.62,166.09,0.298,761.42,28,79.98,2618.65,9.53,1124.0
4817,204.39,85.16,51.1,0.0,340.65,152.9,0.449,741.24,3,19.167,2470.01,3.16,1232.06
4818,336.48,0.0,483.26,204.94,1024.68,145.73,0.142,1036.1,7,110.714,2244.75,38.25,0.0
4819,341.42,0.0,386.26,181.92,909.6,161.26,0.177,915.99,14,107.226,2160.51,30.28,143.38
4820,324.63,17.63,296.43,146.45,785.14,132.95,0.169,836.48,28,115.51,2443.64,20.87,668.21
4821,193.82,80.76,48.45,0.0,323.03,146.36,0.453,789.18,3,16.56,2411.84,2.13,1151.14
4822,224.18,101.66,80.82,0.0,406.66,162.7,0.4,772.71,7,35.093,2497.38,3.78,1151.53
4823,255.93,84.89,137.5,46.25,524.57,155.93,0.297,728.34,14,66.058,2537.17,9.38,1118.95
4824,347.89,0.0,447.29,198.8,993.98,139.44,0.14,953.27,28,137.91,2116.73,30.03,0.0
4825,200.18,83.41,50.04,0.0,333.63,162.77,0.488,715.51,3,17.229,2418.01,2.1,1204.01
4826,222.4,98.41,87.57,4.91,413.29,159.2,0.385,688.62,7,42.378,2500.18,4.22,1234.86
4827,257.01,85.28,138.04,46.41,526.74,166.77,0.317,746.03,14,66.036,2555.04,9.28,1106.22
4828,333.3,7.6,321.13,159.81,821.84,135.47,0.165,823.82,28,118.15,2536.64,24.6,730.9
4829,353.3,0.0,464.83,204.53,1022.66,146.73,0.143,1067.64,28,141.81,2275.82,38.79,0.0
4830,335.65,0.0,388.71,181.09,905.45,141.28,0.156,949.13,28,125.86,2090.97,28.17,66.95
4831,223.48,95.6,96.23,10.97,426.27,163.59,0.384,761.99,14,44.439,2558.01,4.42,1201.73
4832,238.02,91.31,119.01,27.7,476.04,158.93,0.334,702.36,28,54.09,2525.93,6.34,1182.27
4833,351.7,0.0,481.28,208.24,1041.22,143.74,0.138,1086.7,3,60.431,2307.32,35.67,0.0
4834,221.52,98.91,75.23,0.0,395.66,169.65,0.429,795.86,7,38.027,2563.63,3.49,1198.99
4835,327.8,0.0,412.58,185.1,925.48,142.39,0.154,942.28,14,112.772,2357.46,31.06,316.25
4836,263.14,62.48,175.43,83.71,584.76,140.48,0.24,786.9,28,97.72,2487.19,14.3,960.74
4837,195.39,81.41,48.85,0.0,325.65,143.03,0.439,775.85,3,13.998,2403.81,2.83,1156.44
4838,339.56,0.0,474.25,203.45,1017.26,144.31,0.142,998.87,28,146.48,2200.04,39.6,0.0
4839,258.23,83.23,157.94,55.49,554.89,146.42,0.264,769.62,14,74.731,2628.53,10.13,1147.46
4840,214.77,92.2,61.84,0.0,368.81,163.12,0.442,751.83,28,33.534,2477.85,3.47,1190.63
4841,187.78,78.24,46.94,0.0,312.96,155.84,0.498,794.79,3,11.171,2415.85,1.87,1150.38
4842,295.86,37.86,236.01,114.94,684.67,139.91,0.204,819.78,28,108.94,2645.4,19.25,981.79
4843,335.76,9.61,320.38,159.23,824.97,140.09,0.17,824.94,14,103.85,2326.38,23.8,512.58
4844,330.91,0.0,425.46,189.09,945.47,136.23,0.144,1058.9,28,132.44,2170.85,30.26,0.0
4845,330.34,7.33,318.6,158.57,814.84,142.76,0.175,845.32,3,54.295,2518.6,23.97,691.71
4846,326.87,12.73,306.51,151.98,798.09,155.71,0.195,886.7,7,79.967,2455.62,22.05,593.07
4847,253.88,88.96,130.15,39.05,512.03,159.88,0.312,701.54,14,62.087,2527.12,6.79,1146.87
4848,331.68,0.0,407.95,184.91,924.54,145.59,0.157,927.88,28,128.25,2208.96,34.76,176.19
4849,198.97,82.91,49.74,0.0,331.62,147.68,0.445,775.89,3,17.438,2489.93,2.73,1232.0
4850,224.48,101.72,82.43,0.59,409.21,181.74,0.444,701.57,7,40.286,2517.17,3.21,1221.44
4851,338.8,0.0,359.67,174.62,873.09,151.94,0.174,978.39,14,104.413,2402.78,27.29,372.07
4852,304.98,28.09,260.03,127.21,720.31,136.35,0.189,820.5,28,112.2,2490.25,20.8,792.29
4853,194.47,81.03,48.62,0.0,324.11,154.13,0.476,704.44,3,15.192,2372.03,2.43,1186.91
4854,202.86,84.52,50.71,0.0,338.09,147.44,0.436,750.84,7,23.357,2447.21,2.25,1208.59
4855,354.39,0.0,464.77,204.79,1023.94,146.67,0.143,1020.98,28,141.56,2228.78,37.2,0.0
4856,249.89,79.17,145.94,52.78,527.77,164.37,0.311,725.75,28,72.173,2525.86,10.36,1097.6
4857,346.28,0.0,454.84,200.28,1001.4,150.29,0.15,1046.15,28,141.68,2232.51,34.67,0.0
4858,218.8,97.64,84.09,3.32,403.85,156.27,0.387,771.71,7,34.355,2497.04,4.32,1160.9
4859,256.71,88.16,133.95,42.06,520.89,162.93,0.313,700.23,14,62.301,2541.97,6.75,1151.17
4860,283.22,49.44,207.58,102.31,642.55,142.03,0.221,845.83,28,104.61,2636.25,16.49,989.35
4861,201.72,84.05,50.43,0.0,336.2,151.4,0.45,798.26,3,18.017,2483.42,2.58,1194.98
4862,212.17,90.49,59.31,0.0,361.97,160.13,0.442,716.48,7,32.768,2412.11,2.61,1170.92
4863,308.53,27.14,265.1,129.84,730.61,136.09,0.186,840.29,14,100.223,2339.08,20.13,611.96
4864,259.36,75.53,172.91,68.56,576.37,145.82,0.253,793.11,28,89.48,2563.4,13.84,1034.26
4865,195.07,81.28,48.77,0.0,325.11,153.62,0.473,767.99,3,13.458,2429.22,2.91,1179.59
4866,219.9,95.72,67.27,0.0,382.89,158.25,0.413,745.31,7,31.515,2533.39,3.18,1243.76
4867,341.43,0.0,489.05,207.62,1038.11,155.56,0.15,1046.5,14,129.582,2275.05,34.89,0.0
4868,354.61,0.0,472.89,206.88,1034.38,152.56,0.147,1062.9,28,142.87,2282.01,32.17,0.0
4869,333.71,0.0,350.65,171.09,855.45,146.98,0.172,949.53,28,121.98,2349.69,25.4,372.33
4870,344.48,0.0,484.96,207.36,1036.8,156.38,0.151,1054.61,28,147.1,2283.63,35.84,0.0
4871,253.09,83.29,136.84,46.69,519.92,156.39,0.301,730.08,14,64.047,2513.94,7.08,1100.47
4872,286.19,46.87,214.06,105.19,652.31,118.54,0.182,804.11,28,105.63,2519.9,15.56,929.38
4873,196.58,81.91,49.15,0.0,327.64,142.96,0.436,749.55,3,19.413,2468.31,2.89,1245.28
4874,221.39,97.29,88.87,6.13,413.68,169.36,0.409,681.99,7,42.965,2483.89,4.25,1214.61
4875,300.4,35.1,244.28,118.67,698.44,129.57,0.186,841.53,28,109.95,2607.88,17.83,920.51
4876,274.92,59.78,185.1,92.41,612.22,135.27,0.221,832.46,28,100.47,2569.68,13.8,975.93
4877,271.86,57.45,185.35,92.35,607.02,129.66,0.214,817.98,28,101.07,2537.62,12.68,970.27
4878,331.81,11.29,313.74,155.74,812.58,161.38,0.199,853.92,7,77.481,2395.22,22.16,545.19
4879,257.51,85.02,138.86,47.11,528.49,163.52,0.309,718.33,14,66.378,2597.16,8.41,1178.41
4880,263.52,64.78,175.68,81.62,585.61,133.0,0.227,759.92,28,96.46,2486.24,12.42,995.29
4881,347.56,0.0,446.86,198.61,993.03,139.46,0.14,1050.52,3,64.543,2217.21,34.21,0.0
4882,210.32,87.96,53.56,0.0,351.84,154.1,0.438,728.62,7,25.344,2476.25,2.28,1239.41
4883,224.32,95.08,98.78,12.62,430.8,156.49,0.363,731.4,14,44.586,2556.23,4.5,1233.02
4884,254.86,86.99,133.69,42.53,518.07,160.45,0.31,726.4,28,64.03,2544.3,7.2,1132.17
4885,202.66,84.44,50.66,0.0,337.76,142.03,0.421,762.03,3,17.077,2480.31,2.83,1235.65
4886,340.1,0.0,437.27,194.34,971.7,146.08,0.15,1048.01,28,138.19,2197.2,31.4,0.0
4887,254.34,85.58,135.04,44.21,519.16,165.76,0.319,749.4,14,62.899,2583.68,8.53,1140.83
4888,271.16,59.08,182.42,91.08,603.74,132.49,0.219,837.29,28,100.43,2490.84,13.07,904.24
4889,207.25,86.35,51.81,0.0,345.42,159.11,0.461,733.15,3,24.442,2413.35,3.36,1172.3
4890,329.92,11.03,312.27,155.03,808.24,138.26,0.171,805.73,28,117.27,2488.19,20.41,715.54
4891,268.2,64.14,178.8,84.86,595.99,130.28,0.219,818.16,14,96.981,2576.46,12.51,1019.51
4892,342.83,0.0,440.78,195.9,979.52,146.77,0.15,1083.76,28,134.06,2247.04,37.0,0.0
4893,198.25,82.6,49.56,0.0,330.41,142.29,0.431,794.1,3,19.46,2447.81,2.91,1178.11
4894,335.22,0.0,431.0,191.55,957.77,151.84,0.159,1096.17,28,134.31,2243.75,37.96,0.0
4895,347.21,0.0,446.41,198.41,992.03,140.58,0.142,1099.04,14,120.315,2263.58,31.93,0.0
4896,306.13,33.47,252.58,122.94,715.12,128.39,0.18,896.83,28,110.64,2495.19,19.85,735.01
4897,314.36,20.9,280.92,138.37,754.56,127.49,0.169,864.45,3,53.767,2320.73,20.01,554.22
4898,208.16,86.74,52.04,0.0,346.94,143.52,0.414,756.66,7,29.617,2440.19,3.31,1189.76
4899,223.24,93.07,102.18,15.4,433.9,150.75,0.347,769.57,14,47.1,2541.24,4.58,1182.45
4900,298.24,41.17,233.73,114.11,687.25,126.34,0.184,829.83,28,108.02,2657.99,19.19,995.38
4901,274.71,60.02,184.57,92.17,611.46,145.53,0.238,800.87,3,46.6,2499.22,13.59,927.77
4902,206.56,86.07,51.64,0.0,344.27,143.27,0.416,718.45,7,29.54,2364.68,2.37,1156.32
4903,229.45,90.44,114.73,24.29,458.9,171.31,0.373,738.83,14,51.463,2534.95,6.73,1159.18
4904,321.74,13.68,299.86,148.56,783.84,153.69,0.196,814.13,28,116.51,2365.93,21.58,592.69
4905,196.86,82.03,49.22,0.0,328.1,137.44,0.419,723.6,3,20.389,2367.95,2.24,1176.57
4906,221.29,93.56,98.02,12.87,425.75,173.43,0.407,748.68,7,43.886,2587.84,4.05,1235.94
4907,312.73,25.04,272.66,133.83,744.26,130.6,0.175,819.7,28,113.27,2315.32,21.86,598.89
4908,341.8,0.0,356.11,174.48,872.39,156.24,0.179,923.69,28,121.64,2257.11,24.39,280.4
4909,190.47,79.36,47.62,0.0,317.44,146.73,0.462,768.62,3,10.028,2408.85,2.18,1173.87
4910,199.13,82.97,49.78,0.0,331.88,155.49,0.469,797.5,7,20.33,2504.13,2.78,1216.48
4911,215.85,93.8,65.54,0.0,375.18,158.56,0.423,716.48,14,33.498,2445.66,2.49,1192.95
4912,338.89,0.0,483.23,205.53,1027.65,143.96,0.14,1073.28,28,148.09,2286.11,41.22,0.0
4913,202.27,84.28,50.57,0.0,337.12,147.73,0.438,762.54,3,20.091,2430.65,2.46,1180.8
4914,222.99,97.71,90.22,6.69,417.61,164.91,0.395,713.26,7,43.206,2521.95,3.59,1222.57
4915,252.42,79.03,142.74,52.69,526.89,155.32,0.295,733.29,14,70.305,2512.81,8.29,1089.03
4916,266.65,71.18,177.77,76.95,592.55,133.8,0.226,763.24,28,93.29,2547.59,13.35,1044.65
4917,193.41,80.59,48.35,0.0,322.35,147.46,0.457,780.55,3,11.146,2440.27,2.07,1187.85
4918,225.74,96.16,98.21,11.82,431.93,171.75,0.398,683.42,7,45.474,2525.11,5.27,1232.74
4919,347.38,0.0,490.69,209.52,1047.58,155.18,0.148,1096.91,28,147.36,2340.69,41.02,0.0
4920,334.67,0.0,405.13,184.95,924.75,143.74,0.155,904.64,28,127.62,2118.02,27.19,117.7
4921,202.96,84.57,50.74,0.0,338.27,152.87,0.452,782.2,3,21.468,2467.7,2.32,1192.04
4922,347.77,0.0,495.95,210.93,1054.66,158.1,0.15,1074.29,7,103.885,2319.86,32.82,0.0
4923,318.07,20.16,285.82,140.89,764.94,132.24,0.173,881.14,28,114.73,2548.08,20.27,749.5
4924,236.48,88.94,118.24,29.31,472.97,160.71,0.34,712.81,28,55.98,2552.56,6.13,1199.94
4925,205.18,85.49,51.29,0.0,341.96,144.42,0.422,797.22,3,21.906,2454.75,3.18,1167.96
4926,346.47,0.0,492.24,209.68,1048.39,143.06,0.136,1046.61,28,147.81,2269.76,31.7,0.0
4927,251.68,80.52,150.9,53.68,536.78,145.3,0.271,728.1,14,73.521,2512.61,10.18,1092.26
4928,297.54,36.77,239.16,116.36,689.83,114.75,0.166,835.19,28,109.34,2636.94,17.93,979.25
4929,189.71,79.05,47.43,0.0,316.19,149.29,0.472,734.08,3,9.195,2424.59,2.44,1222.59
4930,204.5,85.21,51.12,0.0,340.83,154.16,0.452,768.3,7,23.537,2454.51,2.77,1188.45
4931,258.22,80.97,146.65,53.98,539.83,168.5,0.312,740.54,14,70.555,2519.91,8.54,1062.5
4932,272.55,62.27,181.7,89.14,605.67,139.3,0.23,780.15,28,99.061,2555.24,13.25,1016.86
4933,189.31,78.88,47.33,0.0,315.52,144.72,0.459,760.68,3,10.022,2438.52,1.91,1215.69
4934,207.18,86.33,51.8,0.0,345.3,152.09,0.44,793.15,7,25.61,2455.68,3.34,1161.79
4935,339.96,0.0,472.37,203.08,1015.42,137.23,0.135,1028.88,28,146.08,2216.11,34.58,0.0
4936,239.96,91.14,119.98,28.84,479.91,168.52,0.351,747.99,28,55.05,2596.51,6.18,1193.91
4937,331.4,0.0,406.28,184.42,922.1,135.16,0.147,917.68,3,60.258,2222.46,29.62,217.89
4938,340.83,0.0,380.03,180.21,901.07,151.94,0.169,973.29,28,124.35,2060.65,25.96,8.39
4939,223.55,95.2,97.32,11.75,427.82,161.72,0.378,714.76,14,44.642,2484.91,5.24,1175.37
4940,231.42,91.26,115.71,24.45,462.84,154.87,0.335,686.07,28,51.409,2473.25,4.86,1164.61
4941,286.05,43.35,218.8,107.18,655.4,114.63,0.175,780.83,28,106.77,2526.07,17.89,957.33
4942,224.83,89.26,112.42,23.16,449.67,154.94,0.345,735.85,7,47.503,2544.29,5.13,1198.7
4943,334.82,0.0,430.48,191.33,956.63,140.59,0.147,1063.88,14,117.744,2190.17,29.07,0.0
4944,347.23,0.0,485.7,208.23,1041.16,150.39,0.144,1086.13,28,146.6,2319.77,42.09,0.0
4945,195.33,81.39,48.83,0.0,325.54,159.45,0.49,730.81,3,14.328,2419.21,2.7,1200.7
4946,215.13,95.51,71.4,0.0,382.04,162.41,0.425,765.56,7,32.419,2508.89,3.22,1195.66
4947,224.0,91.5,107.24,18.91,441.65,162.45,0.368,701.02,14,48.563,2547.33,4.68,1237.53
4948,335.69,0.0,431.6,191.82,959.12,143.64,0.15,1051.36,28,135.41,2185.05,30.93,0.0
4949,194.98,81.24,48.74,0.0,324.96,143.53,0.442,728.9,3,14.716,2416.06,2.91,1215.77
4950,346.3,0.0,452.89,199.8,998.98,144.02,0.144,1098.24,7,90.57,2279.95,38.71,0.0
4951,224.61,88.58,112.31,23.72,449.22,160.06,0.356,704.38,14,51.406,2506.93,6.39,1186.87
